_id,tipo,estado,canal_entrada,fecha_entrada,fecha_contestacion,consejeria,unidad_descripcion,tema,subtema
9406,Sugerencia,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
9407,Queja,Recepcionada por Unidad,INTERNET,2024-07-04T00:00:00,,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
9408,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9409,Agradecimiento,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-11T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,DAT MADRID
9410,Agradecimiento,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-16T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",Agencia de Seguridad y Emergencias Madrid 112,PROTECCIÓN CIUDADANA,BOMBEROS
9411,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-11T00:00:00,Consejería de Sanidad,Dirección General de Recursos Humanos y Relaciones Laborales,SANIDAD,OFERTAS DE EMPLEO PÚBLICO
9412,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-19T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,JUVENTUD,OTROS
9413,Queja,Enviada a Otra Administración,INTERNET,2024-07-04T00:00:00,,"Consejería de Cultura, Turismo y Deporte",,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
9414,Queja,Enviada a Otra Administración,PRESENCIAL,2024-07-04T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9415,Queja,Recepcionada por Unidad,PRESENCIAL,2024-07-04T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9416,Agradecimiento,Recepcionada por Unidad,PRESENCIAL,2024-07-04T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9417,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-11T00:00:00,Consejería de Sanidad,Dirección General de Inspección y Ordenación Sanitaria,SANIDAD,OTROS
9418,Queja,Recepcionada por Unidad,PRESENCIAL,2024-07-04T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9419,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Secundaria, Formación Profesional y Enseñanzas de Régimen Especial.",EDUCACIÓN,FORMACIÓN PROFESIONAL
9420,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-24T00:00:00,"Consejería de Economía, Hacienda y Empleo",Secretaría General Técnica,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9421,Queja,Recepcionada por Unidad,INTERNET,2024-07-04T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,FIANZAS
9422,Queja,Cancelada,INTERNET,2024-07-04T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,Sin valor
9423,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-04T00:00:00,2024-07-24T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9424,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-19T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9905,Sugerencia,Contestada al Ciudadano,INTERNET,2024-07-15T00:00:00,2024-07-22T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
9425,Queja,Recepcionada por Unidad,INTERNET,2024-07-04T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior","Dirección General de Agricultura, Ganadería y Alimentación",MEDIO AMBIENTE,GESTIÓN AMBIENTAL
9426,Queja,Cancelada,INTERNET,2024-07-04T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,Sin valor
9427,Agradecimiento,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-08-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9428,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-08-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9429,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
9430,Queja,Contestada al Ciudadano,INTERNET,2024-07-04T00:00:00,2024-07-24T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Secundaria, Formación Profesional y Enseñanzas de Régimen Especial.",EDUCACIÓN,FORMACIÓN PROFESIONAL
9431,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-05T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
9432,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-08T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
9433,Queja,Recepcionada por Unidad,INTERNET,2024-07-05T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
9434,Sugerencia,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-22T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
9435,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9436,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9437,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-11T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
9438,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-11T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
9439,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-15T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,OTROS
9440,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-08-27T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
9441,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Subdirección General de Inspección de Centros y Servicios Sociales,POLÍTICAS SOCIALES,MAYORES
9442,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-11T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9443,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-11T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9444,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-11T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
9445,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-15T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Subdirección General de Inspección de Centros y Servicios Sociales,POLÍTICAS SOCIALES,MAYORES
9446,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9447,Queja,Recepcionada por Unidad,INTERNET,2024-07-05T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Carreteras,TRANSPORTES,CARRETERAS
9448,Queja,Contestada al Ciudadano,LLAMADAS 012,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Secretaría General Técnica,ATENCIÓN AL CIUDADANO,OFICINAS DE REGISTRO DE LA COMUNIDAD DE MADRID
9449,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9450,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-22T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",Dirección General de Transición Energética y Economía Circular,VIVIENDA,AYUDAS
9451,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Concertada, Becas y Ayudas al Estudio",EDUCACIÓN,"BECAS, AYUDAS Y SUBVENCIONES"
9452,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-15T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior","Dirección General de Agricultura, Ganadería y Alimentación",MEDIO AMBIENTE,PROTECCIÓN ANIMAL
9453,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-15T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,"TARIFAS, ABONOS Y TÍTULOS"
9469,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-17T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",Dirección General de Transición Energética y Economía Circular,MEDIO AMBIENTE,OTROS
9454,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Concertada, Becas y Ayudas al Estudio",EDUCACIÓN,"BECAS, AYUDAS Y SUBVENCIONES"
9455,Queja,Recepcionada por Unidad,INTERNET,2024-07-05T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,FIANZAS
9456,Queja,Recepcionada por Unidad,INTERNET,2024-07-05T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9457,Sugerencia,Recepcionada por Unidad,INTERNET,2024-07-05T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Carreteras,TRANSPORTES,CARRETERAS
9458,Queja,Enviada a Otra Administración,PRESENCIAL,2024-07-05T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9459,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-08-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9460,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9461,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9462,Queja,Recepcionada por Unidad,PRESENCIAL,2024-07-05T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9463,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-08-30T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,FORMACIÓN 
9464,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
9465,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-08-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9466,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,ÓRGANOS JUDICIALES
9467,Queja,Recepcionada por Unidad,PRESENCIAL,2024-07-05T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
9468,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-08-12T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,OTROS
9470,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
9471,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-17T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",Dirección General de Transición Energética y Economía Circular,ENERGÍA,N/A
9472,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,OTROS
9473,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-08-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
9474,Agradecimiento,Cancelada,OFICINA MOVIL,2024-07-05T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",Subdirección General de Atención al Ciudadano,ATENCIÓN AL CIUDADANO,OFICINAS DE ATENCIÓN AL CIUDADANO DE LA COMUNIDAD DE MADRID
9475,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-08-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
9476,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
9477,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9478,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-19T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Educación Infantil Y Primaria,EDUCACIÓN,CENTROS EDUCATIVOS
9479,Queja,Recepcionada por Unidad,PRESENCIAL,2024-07-05T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9480,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9481,Queja,Recepcionada por Unidad,PRESENCIAL,2024-07-05T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9482,Agradecimiento,Cancelada,OFICINA MOVIL,2024-07-05T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",Subdirección General de Atención al Ciudadano,ATENCIÓN AL CIUDADANO,OTROS
9483,Sugerencia,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-08-12T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
9484,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-08-01T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
9485,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9486,Queja,Recepcionada por Unidad,PRESENCIAL,2024-07-05T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9487,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-19T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña para el Apoyo a las Personas Adultas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9488,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,OTROS
9489,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,OTROS
9490,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
9491,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-08-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
9492,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,OTROS
9493,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-30T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
9494,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-08-27T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
9495,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-30T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales","Dirección General de Infancia, Familia y Fomento de la Natalidad",POLÍTICAS SOCIALES,FAMILIA
9496,Sugerencia,Enviada a Otra Administración,INTERNET,2024-07-05T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior",DG DE BIODIVERSIDAD Y RECURSOS NATURALES,MEDIO AMBIENTE,MEDIO RURAL
9497,Sugerencia,Cancelada,INTERNET,2024-07-05T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior",DG DE BIODIVERSIDAD Y RECURSOS NATURALES,MEDIO AMBIENTE,MEDIO RURAL
9498,Queja,Contestada al Ciudadano,PRESENCIAL,2024-07-05T00:00:00,2024-07-16T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
9499,Queja,Cancelada,INTERNET,2024-07-05T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,OTROS
9500,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-08-09T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,METRO 
9504,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-19T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9505,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-22T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
9506,Queja,Recepcionada por Unidad,INTERNET,2024-07-05T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9507,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-19T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9508,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-26T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
9509,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-12T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
9510,Queja,Contestada al Ciudadano,INTERNET,2024-07-05T00:00:00,2024-07-17T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,EMT Y AUTOBUSES URBANOS
9511,Queja,Enviada a Otra Administración,INTERNET,2024-07-06T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,URBANISMO,OTROS
9512,Queja,Cancelada,INTERNET,2024-07-06T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,ATENCIÓN AL CIUDADANO,Sin valor
9513,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-26T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
9514,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-15T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
9515,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-19T00:00:00,Agencia para la Administración Digital de la Comunidad de Madrid,,INFORMATICA Y COMUNICACIONES (MADRID DIGITAL),PORTAL MADRID.ORG
9516,Queja,Recepcionada por Unidad,INTERNET,2024-07-06T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,VIVIENDAS DEL IVIMA
9517,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-12T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
9518,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-19T00:00:00,Agencia para la Administración Digital de la Comunidad de Madrid,,INFORMATICA Y COMUNICACIONES (MADRID DIGITAL),TRAMITACIÓN TELEMÁTICA
9519,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-12T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
9520,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-15T00:00:00,Agencia para la Administración Digital de la Comunidad de Madrid,,CULTURA,BIBLIOTECAS
9523,Queja,Recepcionada por Unidad,INTERNET,2024-07-06T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,FIANZAS
9524,Queja,Contestada al Ciudadano,INTERNET,2024-07-06T00:00:00,2024-07-15T00:00:00,"Consejería de Economía, Hacienda y Empleo","Dirección General de Comercio, Consumo y Servicios",CONSUMO,N/A
9525,Queja,Recepcionada por Unidad,INTERNET,2024-07-06T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
9526,Queja,Contestada al Ciudadano,INTERNET,2024-07-07T00:00:00,2024-08-28T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
9527,Queja,Recepcionada por Unidad,INTERNET,2024-07-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,JUVENTUD,OTROS
9528,Queja,Recepcionada por Unidad,INTERNET,2024-07-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,JUVENTUD,OTROS
9529,Queja,Recepcionada por Unidad,INTERNET,2024-07-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,JUVENTUD,OTROS
9530,Queja,Recepcionada por Unidad,INTERNET,2024-07-07T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,FIANZAS
9531,Queja,Contestada al Ciudadano,INTERNET,2024-07-07T00:00:00,2024-08-20T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
9532,Queja,Cancelada,INTERNET,2024-07-07T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,ATENCIÓN AL CIUDADANO,Sin valor
